27024, 0, 0, 104
5255, 498, 0, 7
26344, 0, 0, 34
29237, 92250, 0, 145
79546, 996628, 0, 1142
24818, 93719, 0, 138
50918, 76571, 0, 248
27306, 0, 0, 33
22356, 0, 0, 36
24492, 85489, 0, 149
22809, 6529, 0, 62
25024, 0, 0, 32
24298, 86644, 0, 134
155839, 658, 0, 296
14395, 102025, 0, 213
14855, 86192, 0, 136
30689, 35046, 0, 122
26332, 58505, 0, 170
343101, 399, 0, 549
195, 172, 0, 5
16302, 0, 0, 28
22854, 77206, 0, 121
76921, 346322, 0, 456
19315, 109951, 0, 142
28448, 0, 0, 35
37004, 0, 0, 62
29568, 77995, 0, 131
254838, 4419787, 0, 4686
15693, 5027, 0, 36
140239, 418426, 0, 627
24381, 605, 0, 92
18587, 0, 0, 32
27426, 57585, 0, 103
916, 6, 0, 49
61954, 516038, 0, 608
124188, 4452, 0, 222
267939, 1756354, 0, 2093
28900, 133781, 0, 244
46268, 49013, 0, 167
24014, 0, 0, 112
94812, 1125633, 0, 1306
387419, 341, 0, 696
294486, 4712094, 0, 5079
75559, 849776, 0, 1024
63315, 0, 0, 168
8544, 9, 0, 86
47515, 0, 0, 130
8410, 415488, 0, 474
183428, 701266, 0, 898
21383, 5, 0, 100
10746, 12, 0, 37
32894, 102120, 0, 188
139063, 243894, 0, 395
7995, 23660, 0, 39
12035, 20357, 0, 52
258, 26118, 0, 32
8701, 0, 0, 14
2060, 6, 0, 10
9531, 20729, 0, 50
595, 0, 0, 16
460, 21186, 0, 31
3967, 26480, 0, 41
4899, 6607, 0, 26
34544, 4, 0, 92
1384, 7, 0, 9
1417, 15282, 0, 21
8621, 157615, 21861, 22043
260696, 18774278, 87365, 107300
45033, 3081050, 25756, 29403
39508, 3082457, 25827, 29487
35386, 3078050, 27565, 31219
53864, 3062384, 24129, 27761
46911, 3060799, 19880, 23517
54337, 3080710, 26689, 30331
34811, 3077840, 25800, 29446
47237, 3077874, 26416, 30047
31811, 3075245, 23893, 27490
41733, 3058855, 26202, 29759
46923, 3093353, 27217, 30824
44584, 3118204, 45621, 49220
35865, 1836943, 0, 1910
33017, 4982643, 23492, 29261
45170, 3067439, 25247, 28842
43831, 3056786, 24775, 28294
43836, 3803225, 28615, 32931
33336, 1933060, 0, 2004
31126, 4852235, 24637, 30203
47124, 3084965, 26348, 29950
56542, 1477256, 0, 1568
30314, 4529220, 26023, 31250
41837, 3098305, 26632, 30189
35301, 3100229, 42661, 46261
48730, 1642066, 0, 1725
32022, 4577869, 23747, 29019
50680, 1501807, 0, 1587
33721, 4567737, 25901, 31222
42225, 3043171, 23961, 27483
41265, 3055053, 24389, 27921
52026, 3119700, 42779, 46429
50273, 1310495, 0, 1396
31656, 4329659, 24898, 29947
37082, 3067380, 26578, 30111
49737, 1170895, 0, 1251
32491, 4313831, 24248, 29480
43764, 3067552, 25836, 29375
46759, 3109644, 25257, 28859
42926, 3092807, 29729, 33294
45814, 8711078, 56485, 65643
19031, 8746612, 58191, 67113
17034, 8418546, 55403, 63976
18092, 8612222, 45230, 54007
17351, 5599849, 0, 5762
17714, 5353169, 0, 5515
6466, 1248505, 0, 1298
53173, 8875117, 0, 9480
48362, 2349738, 0, 2482
90979, 1126085, 0, 1222
4862, 440564, 0, 452
84878, 1820096, 0, 1923
5344, 354229, 0, 402
82429, 1957039, 0, 2053
5352, 427130, 0, 464
20672, 0, 0, 74
1142, 5, 0, 10
4876, 0, 0, 15
1586, 0, 0, 30
8235, 159491, 0, 179
10017, 246920, 0, 259
4098, 0, 0, 7
7440, 260838, 0, 280
6096, 48336, 0, 64
6757, 48112, 0, 75
6416, 0, 0, 27
7583, 353706, 0, 372
5864, 47989, 0, 63
6353, 46961, 0, 71
6410, 116455, 0, 146
6128, 49717, 0, 64
6924, 49692, 0, 76
7764, 6, 0, 34
20992, 62579, 0, 99
30703, 65399, 0, 127
7847, 148183, 0, 166
9563, 235439, 0, 247
5890, 0, 0, 8
7060, 252761, 0, 271
5686, 46239, 0, 61
6814, 55177, 0, 83
6966, 0, 0, 30
8202, 375224, 0, 396
6299, 52961, 0, 69
7037, 51727, 0, 80
7144, 123732, 0, 156
6249, 52534, 0, 68
7319, 52525, 0, 80
8091, 5, 0, 34
26067, 71960, 0, 118
34710, 74846, 0, 145
9082, 169156, 0, 188
10327, 257721, 0, 271
6646, 282266, 0, 301
6476, 51630, 0, 68
6973, 49599, 0, 77
6879, 117077, 0, 148
6003, 50481, 0, 65
7006, 51221, 0, 78
8100, 6, 0, 36
23200, 70663, 0, 110
33272, 67899, 0, 134
111, 11908, 0, 14
29098, 114464, 0, 154
22591, 32459, 0, 68
183, 0, 0, 2
2238, 45918, 0, 53
7958, 261143, 0, 279
5605, 214738, 0, 226
6165, 199921, 0, 218
6654, 3, 0, 23
13985, 21811, 0, 46
18159, 22229, 0, 52
17658, 5787720, 0, 5953
18346, 5397445, 0, 5567
6191, 1310891, 0, 1360
17042, 5708230, 0, 5867
16904, 5549204, 0, 5707
6320, 1308430, 0, 1358
17340, 5613550, 0, 5769
6409, 1288273, 0, 1338
16993, 5385048, 0, 5542
6068, 1238312, 0, 1286
6354, 1407040, 0, 1456
46228, 8346061, 1055, 9539
101253, 1203597, 0, 1310
4954, 5346609, 468, 5827
89092, 1494375, 0, 1603
5407, 6338797, 372, 6763
180117, 2571612, 0, 2776
5423, 251741, 0, 290
21510, 0, 0, 83
1218, 4, 0, 11
9118, 0, 0, 30
3533, 0, 0, 63
8373, 159678, 0, 179
9259, 252779, 0, 265
4395, 0, 0, 7
7564, 265173, 0, 285
5587, 46200, 0, 61
6199, 45756, 0, 71
5970, 0, 0, 26
7139, 357320, 0, 376
5855, 48472, 0, 64
6421, 47373, 0, 73
6356, 117415, 0, 146
5999, 49125, 0, 64
6455, 47313, 0, 72
7075, 5, 0, 33
20722, 63393, 0, 99
31047, 65575, 0, 129
8160, 156565, 0, 175
9429, 252488, 0, 264
6185, 0, 0, 9
7539, 273789, 0, 294
6180, 50312, 0, 67
6786, 48655, 0, 76
6504, 0, 0, 28
6881, 350861, 0, 369
5816, 47954, 0, 63
6394, 46178, 0, 72
6284, 114462, 0, 143
5859, 49220, 0, 63
6341, 49345, 0, 73
7408, 5, 0, 31
21265, 66589, 0, 101
31024, 68565, 0, 131
8253, 159919, 0, 178
9134, 252496, 0, 264
5530, 264749, 0, 282
5770, 48020, 0, 63
6221, 47409, 0, 73
6172, 114330, 0, 143
5737, 49110, 0, 63
6778, 47690, 0, 72
7365, 5, 0, 34
20244, 63415, 0, 99
31351, 67778, 0, 132
116, 18657, 0, 22
29885, 116943, 0, 156
24256, 61888, 30, 134
157, 0, 0, 2
1918, 43986, 0, 50
6705, 440619, 160, 617
8523, 355362, 226, 599
6587, 295965, 208, 524
7315, 5, 0, 25
14770, 23368, 0, 49
18216, 23223, 0, 53
