31956, 88457, 0, 194
38812, 0, 0, 93
1574, 778629, 0, 839
38728, 11291398, 0, 11468
295257, 1128190, 0, 1965
271931, 2587169, 0, 3094
70490, 2603489, 0, 3174
41417, 0, 0, 289
146857, 972467, 0, 1244
41362, 1228323, 0, 1472
802, 1866635, 0, 1946
85848, 17540638, 0, 17920
302826, 1602652, 0, 2716
307811, 2121992, 0, 2595
44242, 352655, 0, 767
36110, 79232, 0, 319
95090, 628797, 0, 857
50002, 370, 0, 365
33550, 11, 0, 243
43756, 0, 0, 390
6443, 0, 0, 118
576, 259802, 0, 360
300557, 1249035, 0, 2065
368626, 1861173, 0, 2442
36459, 1604551, 0, 1941
18527, 16, 0, 145
24982, 0, 0, 264
12861, 10, 0, 122
141729, 672032, 0, 904
88832, 551130, 0, 1095
519, 209329, 0, 242
141466, 68886, 0, 319
159307, 562279, 0, 812
26980, 182552, 0, 396
152232, 583965, 0, 822
26497, 237807, 0, 436
103651, 375169, 0, 565
28864, 83012, 0, 302
5224, 0, 0, 20
3172, 0, 0, 63
966, 100784, 0, 157
173594, 370377, 0, 815
184611, 797779, 0, 1012
76266, 0, 0, 217
11487, 196346, 0, 252
16213, 112629, 0, 153
83115, 2261791, 0, 2417
27077, 392489, 0, 582
15142, 109822, 0, 148
54462, 1901634, 0, 2029
22627, 1754785, 0, 1941
25732, 186224, 0, 413
2632, 11, 0, 190
904902, 8591987, 360, 11738
142077, 2755922, 0, 2997
106821, 0, 0, 602
28036, 135765, 0, 702
39313, 3229736, 0, 3927
94135, 2893606, 0, 3271
39923, 4081421, 0, 4534
126019, 3923240, 0, 4534
56663, 3775140, 0, 4399
269732, 7211961, 0, 7820
66745, 5117749, 0, 6033
154857, 0, 0, 522
26403, 1041818, 0, 1426
50723, 3533653, 0, 4139
~89529, 4124527, 264, 4747
65041, 5595276, 0, 6151
447978, 9001463, 0, 9845
89456, 5270856, 0, 6176
184603, 0, 0, 551
27317, 1566840, 0, 1739
~1037166, 6902398, 1214, 7515
~81751, 6999469, 397, 7648
91362, 4134220, 0, 4754
~765740, 1832128, 906, 2191
50457, 5285689, 0, 5673
61562, 371654, 0, 572
111247, 239907, 0, 1019
5163, 12, 0, 202
1116327, 8826881, 229, 9755
192357, 2523986, 0, 2800
105298, 0, 0, 526
26890, 118977, 0, 609
~168172, 2432815, 212, 3083
110516, 1798604, 0, 2234
43730, 2280114, 0, 2706
~1081350, 13222887, 1337, 25312
69441, 2512554, 0, 3130
145238, 0, 0, 453
43065, 5866427, 0, 6430
332762, 6040537, 0, 6625
69250, 2310447, 0, 2811
34796, 27, 0, 296
169394, 0, 0, 668
33230, 1145272, 0, 1494
70026, 1421560, 0, 1972
59790, 358171, 0, 771
111388, 1149447, 0, 1404
71748, 3032789, 0, 3507
91851, 497999, 0, 773
156839, 3992, 0, 837
11937, 7, 0, 84
9435, 0, 0, 30
80441, 0, 0, 285
3702, 0, 0, 59
2619, 9, 0, 202
~702546, 10120247, 125, 10679
143247, 2392345, 0, 2631
102201, 0, 0, 585
26265, 132559, 0, 687
24715, 2623362, 0, 2958
255786, 5487423, 0, 6750
66968, 6245572, 0, 6921
247285, 6064295, 0, 7510
143489, 4100100, 0, 6204
232453, 5361892, 0, 5835
45213, 2898032, 0, 3464
92457, 0, 0, 326
12560, 655625, 0, 759
40593, 2983935, 0, 3550
239481, 4316645, 0, 4628
102378, 1678786, 0, 1992
52996, 4608010, 0, 5215
60130, 2798382, 0, 3337
~3119519, 6531368, 3439, 7483
97284, 10865335, 273, 11805
199553, 0, 0, 598
27822, 1615820, 0, 1798
94856, 6385084, 0, 7524
4486, 104105, 0, 138
148435, 212904, 0, 463
69761, 385391, 0, 470
76090, 694313, 0, 819
368379, 4351, 0, 684
~201161, 8019452, 591, 8992
251795, 174448, 0, 538
116543, 191297, 0, 360
12420, 40667, 0, 148
30024, 10150, 0, 142
229, 0, 0, 12
201095, 2663553, 0, 3011
~287432, 6921058, 416, 8123
179185, 1951973, 0, 2354
173409, 9527189, 0, 10887
260441, 1547882, 0, 2332
416811, 7779, 0, 2366
2554, 9, 0, 152
733272, 3420435, 0, 6757
330871, 3704337, 0, 4153
144444, 0, 0, 639
27949, 137263, 0, 692
71511, 2960194, 0, 4319
223020, 9379418, 0, 9909
241119, 4158838, 0, 4796
98742, 7770571, 0, 8730
41646, 4655164, 0, 5337
189333, 7822003, 0, 8683
436811, 30537965, 0, 31392
29982, 1975289, 0, 2748
396441, 19830283, 0, 20345
200744, 11053087, 0, 12029
87324, 2703192, 0, 3649
280460, 0, 0, 846
80704, 4168004, 0, 5217
336530, 4672745, 0, 5302
51276, 4757304, 0, 6207
48707, 3344, 0, 350
27742, 9, 0, 206
143054, 0, 0, 566
1634403, 5851151, 0, 7633
28689, 1252820, 0, 1622
101439, 1900368, 0, 2743
58398, 308110, 0, 772
128584, 1012969, 0, 1306
103808, 3516058, 0, 4224
101573, 2127091, 0, 2372
43313, 690, 0, 450
28254, 0, 0, 183
14231, 7, 0, 118
113209, 514522, 0, 854
55979, 0, 0, 207
4420, 120039, 0, 179
84237, 1246534, 0, 1375
155347, 113442, 0, 968
17811, 8, 0, 102
29007, 3144952, 0, 3345
13745, 0, 0, 46
126252, 0, 0, 574
41953, 587021, 0, 1044
45053, 385439, 0, 673
36680, 136824, 0, 399
119351, 2960240, 0, 3187
384006, 3043661, 0, 3519
56708, 291491, 0, 664
132272, 3578216, 0, 3870
35775, 0, 0, 152
109117, 1199318, 0, 1388
36886, 3754, 0, 166
27477, 754883, 0, 869
96978, 972813, 0, 1115
28478, 1318638, 0, 1468
143052, 2685, 0, 658
579, 2032369, 0, 2056
19470, 660361, 0, 745
87336, 674464, 0, 808
112598, 2520394, 0, 2831
155697, 121919, 0, 404
93495, 277147, 0, 441
91072, 2199418, 0, 2335
240462, 727081, 0, 1047
46169, 1592036, 0, 1757
215086, 702292, 0, 1709
40917, 1495683, 0, 1698
438, 16808, 0, 55
39760, 0, 0, 102
660, 0, 0, 79
7929, 9, 0, 46
7948, 5, 0, 39
7669, 5, 0, 23
36673, 0, 0, 70
4519, 0, 0, 13
39200, 1280677, 0, 1394
194125, 3442999, 0, 3721
50002, 0, 0, 129
600, 866276, 0, 925
112733, 410794, 0, 681
216720, 1289133, 0, 1644
17738, 0, 0, 87
80334, 1266610, 0, 1415
54803, 391802, 0, 718
23701, 347, 0, 118
1169726, 29962056, 0, 32087
33459, 0, 0, 195
121875, 524868, 0, 717
42942, 359931, 0, 575
479, 632859, 0, 682
99667, 260802, 0, 496
239956, 1300592, 0, 1799
67536, 2201, 0, 358
36105, 77200, 0, 275
94161, 452346, 0, 651
45396, 3640, 0, 232
9975, 15, 0, 111
19800, 0, 0, 169
7021, 0, 0, 55
3624, 1017159, 0, 1077
92816, 424059, 0, 653
267013, 1210978, 0, 1618
55142, 439329, 0, 799
25363, 28, 0, 202
48472, 0, 0, 392
23905, 14, 0, 200
259870, 831634, 0, 1239
170216, 314849, 0, 1074
3844, 496517, 0, 549
268294, 140127, 0, 595
287885, 913022, 0, 1385
61154, 368990, 0, 720
222675, 766468, 0, 1108
56579, 147282, 0, 509
4345, 0, 0, 27
898, 0, 0, 58
56854, 800048, 0, 914
54707, 0, 0, 144
10537, 6207451, 0, 6259
190000, 411890, 0, 975
32335, 0, 0, 190
161642, 482756, 0, 703
30715, 435001, 0, 627
666, 5852664, 0, 5898
941179, 13411416, 0, 15057
228265, 557842, 0, 1190
52243, 135652, 0, 306
139867, 474382, 0, 719
49059, 4176, 0, 279
19442, 8, 0, 170
40234, 0, 0, 359
13635, 0, 0, 113
598, 1708302, 0, 1763
41064, 3442555, 76182, 78635
34279, 0, 0, 39
88317, 202235, 0, 427
19274, 8, 0, 139
30957, 0, 0, 227
15579, 56, 0, 94
130469, 448589, 0, 635
80484, 347250, 0, 866
435, 9346, 0, 25
9183, 0, 0, 14
5318, 0, 0, 21
3000, 0, 0, 45
25776, 643029, 0, 701
43269, 0, 0, 107
642, 10324395, 0, 10369
69051, 2871990, 0, 4087
391006, 8140432, 0, 8899
154465, 548214, 0, 942
25216, 0, 0, 114
122539, 2271204, 0, 2466
27657, 316756, 0, 503
505, 8896908, 0, 8932
33448, 5485334, 0, 6114
561313, 15239202, 0, 16047
179952, 1657163, 0, 2189
49170, 110135, 0, 291
134004, 5829829, 0, 6087
26411, 4618, 0, 204
15557, 7, 0, 121
29069, 0, 0, 204
4918, 0, 0, 60
443, 1924528, 0, 1970
120962, 475018, 0, 775
179140, 2983443, 0, 3235
85337, 5784828, 0, 6574
57942, 824959, 0, 1271
23479, 20, 0, 183
53313, 0, 0, 355
23530, 11, 0, 160
253124, 8759456, 0, 9113
219036, 5893831, 0, 6435
159034, 316202, 0, 1037
52178, 4414221, 0, 6540
86985, 6781629, 0, 8471
457264, 7862811, 0, 8794
219337, 10731262, 0, 11213
30160, 267982, 0, 1046
59575, 559975, 0, 710
160516, 3012341, 0, 3656
55505, 3583432, 0, 5203
127749, 17708486, 0, 17867
2664975, 9552090, 0, 12508
119454, 2260702, 0, 2662
9159, 5, 0, 64
47424, 25160, 0, 158
80043, 350, 0, 1303
8245, 8, 0, 79
147758, 292904, 0, 607
147396, 491324, 0, 711
46417, 8, 0, 236
28824, 1689641, 0, 1810
29511, 365, 0, 119
76180, 179988, 0, 304
91201, 42831, 0, 284
53560, 802921, 0, 1002
32511, 33366, 0, 133
10923, 0, 0, 56
62846, 346753, 0, 632
46020, 644681, 0, 882
14210, 6, 0, 72
28638, 0, 0, 153
7613, 8, 0, 80
158393, 2074646, 0, 2325
68454, 2453021, 0, 2674
40634, 726813, 0, 960
1567, 7, 0, 112
7620, 24, 0, 87
17099, 773693, 0, 822
141451, 1403306, 0, 1603
23373, 0, 0, 39
80056, 183744, 0, 326
52855, 2357811, 0, 2518
86614, 27908, 0, 282
20067, 7888, 0, 82
1950, 0, 0, 36
9283, 48284, 0, 141
147537, 2207238, 0, 2604
319046, 344907, 0, 1019
313934, 6573033, 0, 6991
7507, 5, 0, 35
1029, 8, 0, 25
5723, 5, 0, 18
23761, 0, 0, 42
1072, 0, 0, 12
279689, 2081941, 0, 2521
35584, 0, 0, 64
128261, 275213, 0, 497
152387, 48264, 0, 472
23532, 10, 0, 94
6740, 0, 0, 78
276374, 3873514, 0, 4278
9156, 167190, 0, 540
33940, 99187, 0, 196
44066, 119749, 0, 285
43964, 192923, 0, 296
101189, 467580, 0, 632
715, 175, 0, 8
23528, 0, 0, 31
31207, 357, 0, 66
36144, 177457, 0, 243
26679, 0, 0, 43
39459, 183562, 0, 263
25583, 823, 0, 199
223190, 6086, 0, 418
16496, 209271, 0, 330
183769, 1133255, 0, 1473
52739, 54026, 0, 177
1032, 410, 0, 9
24578, 0, 0, 37
30974, 106870, 0, 186
43727, 109449, 0, 178
24328, 0, 0, 33
32038, 6565, 0, 62
193012, 1103, 0, 377
77583, 1717755, 0, 1872
47297, 44159, 0, 163
30306, 127561, 0, 252
