46, 68
46, 65
46, 104
34, 87
34, 85
34, 71
46, 106
106, 105
106, 67
106, 64
106, 132
106, 91
106, 160
106, 122
76, 105
76, 64
76, 133
76, 95
106, 105
106, 67
106, 64
106, 160
106, 119
106, 132
20, 53
106, 94
18, 55
26, 65
76, 105
76, 67
26, 62
76, 133
76, 92
22, 44
22, 44
22, 44
34, 68
18, 51
34, 65
34, 88
26, 69
26, 71
26, 52
26, 65
26, 68
12, 34
12, 34
26, 62
12, 34
22, 44
13, 43
13, 43
9, 20
16, 44
13, 43
9, 20
16, 44
12, 34
26, 62
12, 34
12, 34
18, 51
22, 44
13, 43
13, 43
9, 20
16, 44
12, 34
18, 51
22, 44
13, 43
13, 43
16, 44
9, 20
106, 160
106, 119
106, 132
20, 53
106, 94
18, 55
26, 65
76, 105
26, 62
76, 67
76, 133
22, 44
76, 92
22, 44
22, 44
34, 68
34, 65
26, 52
34, 88
26, 69
26, 71
26, 65
26, 68
12, 34
26, 62
12, 34
12, 34
18, 51
22, 44
13, 43
9, 20
13, 43
16, 44
10, 22
16, 27
32, 14
48, 126
12, 6
8, 12
2, 1
9, 18
2, 1
60, 53
2, 1
2, 1
24, 40
2, 1
8, 2
3, 2
7, 2
2, 2
6, 2
10, 5
2, 1
6, 2
8, 64
3, 2
4, 17
5, 14
11, 133
14, 119
11, 8
17, 266
14, 8
20, 147
24, 28
43, 72
48, 12
2, 1
44, 2
44, 2
62, 12
44, 7
44, 2
24, 40
50, 107
2, 1
2, 1
2, 1
2, 1
2, 1
50, 77
2, 1
2, 1
2, 1
2, 1
50, 59
2, 1
2, 1
2, 1
2, 1
50, 149
2, 1
2, 1
2, 1
24, 28
50, 122
2, 1
43, 71
2, 1
42, 15
2, 1
2, 1
2, 1
48, 12
2, 1
50, 152
44, 2
44, 2
2, 1
2, 1
62, 18
2, 1
44, 7
2, 1
44, 2
2, 1
44, 7
48, 5
2, 1
24, 40
50, 65
2, 1
43, 68
2, 1
2, 1
48, 12
50, 125
2, 1
2, 1
2, 1
44, 2
44, 7
48, 5
2, 1
44, 2
50, 59
2, 1
44, 7
2, 1
2, 1
44, 2
24, 40
2, 1
39, 129
50, 113
2, 1
2, 1
36, 12
32, 2
2, 1
2, 1
50, 113
36, 12
2, 1
2, 1
32, 2
2, 1
2, 1
2, 1
2, 1
36, 12
32, 2
2, 1
32, 2
10, 2
14, 7
18, 4
50, 140
2, 1
2, 1
60, 157
2, 1
12, 6
24, 40
43, 71
72, 134
48, 12
50, 5
50, 5
54, 11
44, 7
44, 2
54, 11
44, 7
24, 5
44, 2
44, 2
24, 40
2, 1
43, 59
2, 1
73, 82
2, 1
2, 1
2, 1
50, 95
72, 27
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
72, 14
50, 125
2, 1
2, 1
2, 1
2, 1
2, 1
50, 101
103, 94
2, 1
2, 1
2, 1
2, 1
2, 1
50, 89
2, 1
2, 1
2, 1
102, 20
2, 1
72, 116
102, 40
24, 5
108, 12
110, 5
110, 5
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
50, 113
2, 1
2, 1
2, 1
104, 2
2, 1
2, 1
2, 1
50, 131
2, 1
2, 1
2, 1
2, 1
50, 71
2, 1
2, 1
2, 1
50, 119
2, 1
2, 1
2, 1
2, 1
72, 221
108, 12
2, 1
104, 2
2, 1
24, 5
2, 1
108, 12
2, 1
2, 1
104, 2
2, 1
2, 1
50, 128
2, 1
2, 1
2, 1
50, 83
2, 1
2, 1
72, 188
24, 5
108, 12
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
104, 2
2, 1
50, 113
2, 1
2, 1
2, 1
104, 2
2, 1
108, 5
2, 1
2, 1
108, 5
2, 1
50, 83
2, 1
2, 1
114, 11
2, 1
2, 1
2, 1
50, 125
2, 1
2, 1
2, 1
2, 1
2, 1
72, 182
24, 5
108, 12
2, 1
104, 2
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
50, 113
2, 1
2, 1
2, 1
50, 89
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
50, 149
2, 1
2, 1
2, 1
2, 1
2, 1
72, 182
108, 12
2, 1
24, 5
104, 2
104, 2
108, 5
108, 5
114, 11
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
50, 77
2, 1
2, 1
2, 1
2, 1
2, 1
50, 119
2, 1
2, 1
2, 1
2, 1
72, 194
24, 5
108, 12
2, 1
104, 2
2, 1
2, 1
104, 2
2, 1
2, 1
104, 7
50, 101
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
50, 125
2, 1
2, 1
2, 1
2, 1
50, 113
2, 1
2, 1
2, 1
2, 1
104, 2
2, 1
104, 2
50, 164
2, 1
104, 7
2, 1
104, 2
2, 1
72, 14
20, 2
24, 40
2, 1
43, 59
42, 14
73, 79
72, 20
72, 27
78, 12
80, 5
80, 5
2, 1
2, 1
74, 2
2, 1
78, 12
74, 2
2, 1
24, 5
2, 1
20, 2
78, 12
2, 1
24, 5
2, 1
20, 2
74, 2
74, 2
78, 5
78, 5
2, 1
2, 1
78, 12
2, 1
74, 2
74, 7
78, 5
2, 1
2, 1
74, 2
84, 11
2, 1
74, 2
84, 11
2, 1
74, 2
74, 7
74, 2
2, 1
74, 2
74, 7
74, 2
2, 1
42, 8
44, 7
48, 5
50, 5
2, 1
2, 1
24, 5
2, 1
24, 40
20, 2
2, 1
43, 59
73, 79
72, 27
72, 14
103, 82
102, 20
102, 27
24, 5
2, 1
108, 12
20, 2
110, 5
110, 5
2, 1
2, 1
104, 2
2, 1
108, 12
104, 2
2, 1
24, 5
2, 1
20, 2
108, 12
2, 1
104, 2
2, 1
108, 12
2, 1
24, 5
2, 1
20, 2
104, 2
104, 2
108, 5
108, 5
114, 11
2, 1
2, 1
108, 12
106, 7
24, 5
2, 1
20, 2
24, 5
2, 1
20, 2
24, 5
106, 2
2, 1
104, 2
24, 5
108, 12
2, 1
14, 8
14, 76
11, 8
11, 58
8, 8
8, 40
5, 8
5, 22
104, 2
2, 1
104, 2
108, 5
108, 5
10, 49
19, 65
114, 11
23, 37
20, 7
2, 1
2, 1
20, 2
8, 14
2, 1
17, 112
22, 12
14, 2
14, 2
2, 1
14, 2
8, 18
2, 1
14, 39
19, 79
108, 12
2, 1
20, 12
22, 5
104, 2
2, 1
104, 2
104, 7
20, 7
23, 87
104, 2
2, 1
20, 2
104, 2
104, 7
104, 2
2, 1
72, 8
24, 40
2, 1
43, 59
73, 79
18, 7
72, 27
72, 8
18, 2
16, 2
78, 12
9, 23
5, 22
80, 5
8, 7
12, 5
28, 12
2, 1
80, 5
2, 1
2, 1
74, 2
2, 1
24, 2
78, 12
28, 12
2, 1
74, 2
2, 1
24, 2
35, 56
78, 12
2, 1
32, 7
32, 2
74, 2
74, 2
78, 5
78, 5
2, 1
2, 1
40, 88
78, 12
2, 1
74, 2
2, 1
74, 7
78, 5
25, 79
24, 7
2, 1
2, 1
74, 2
24, 2
2, 1
24, 2
20, 2
2, 1
84, 11
20, 7
24, 5
2, 1
2, 1
2, 1
74, 2
24, 12
2, 1
84, 11
20, 2
20, 2
2, 1
74, 2
74, 7
20, 7
74, 2
20, 2
2, 1
2, 1
20, 7
74, 2
20, 2
20, 2
74, 7
24, 5
74, 2
2, 1
42, 14
20, 7
44, 7
48, 5
50, 5
2, 1
2, 1
20, 2
20, 2
44, 2
54, 12
2, 1
44, 2
24, 5
54, 12
2, 1
44, 2
44, 7
20, 7
20, 2
4, 8
19, 79
44, 2
44, 2
44, 7
24, 12
26, 5
2, 1
20, 2
44, 2
24, 12
12, 30
24, 12
24, 38
2, 1
20, 2
2, 1
20, 7
20, 2
43, 49
44, 2
44, 7
44, 2
24, 18
14, 7
18, 4
4, 8
4, 7
8, 5
10, 22
23, 87
12, 23
24, 14
32, 46
8, 6
8, 46
4, 6
9, 20
16, 33
2, 12
31, 68
36, 12
2, 1
32, 2
32, 2
46, 12
32, 7
32, 2
8, 14
16, 20
5, 5
8, 15
6, 2
16, 20
16, 33
2, 1
15, 48
31, 67
14, 17
30, 15
20, 12
16, 2
16, 2
16, 7
16, 2
36, 12
2, 1
8, 7
12, 4
32, 2
8, 18
6, 3
15, 51
32, 2
46, 18
32, 7
32, 2
32, 7
36, 5
25, 171
2, 1
2, 3
18, 5
16, 33
31, 64
36, 12
32, 2
32, 7
36, 5
2, 1
32, 2
32, 7
32, 2
16, 33
2, 1
27, 117
28, 12
24, 2
2, 1
28, 12
24, 2
2, 1
24, 2
6, 2
10, 7
14, 4
10, 26
12, 23
20, 11
32, 22
8, 26
16, 34
2, 1
31, 68
30, 8
32, 2
42, 9
32, 7
32, 2
28, 12
24, 2
2, 1
16, 34
2, 1
31, 67
2, 1
30, 15
32, 2
42, 15
32, 7
32, 2
32, 7
36, 5
2, 1
8, 23
11, 18
16, 34
6, 2
31, 64
32, 7
36, 5
2, 1
32, 2
32, 7
32, 2
16, 18
6, 2
10, 7
14, 4
10, 26
12, 23
20, 11
24, 17
8, 26
28, 12
2, 1
24, 2
12, 23
15, 19
16, 19
12, 18
16, 34
2, 1
14, 12
16, 5
14, 7
31, 68
30, 8
32, 2
42, 9
32, 7
14, 2
14, 5
2, 1
28, 12
14, 5
2, 1
12, 7
32, 2
12, 2
14, 5
2, 1
14, 5
2, 1
10, 2
30, 5
14, 5
2, 1
14, 5
2, 1
10, 2
18, 49
12, 2
20, 49
7, 11
3, 10
8, 23
11, 18
26, 7
16, 34
2, 1
31, 67
30, 15
32, 2
42, 15
12, 23
15, 19
32, 7
26, 2
16, 19
12, 18
24, 2
32, 2
32, 7
36, 5
2, 1
16, 34
2, 1
14, 12
16, 5
14, 7
31, 64
32, 2
32, 7
14, 2
14, 5
2, 1
14, 5
2, 1
32, 2
12, 7
32, 7
36, 5
2, 1
32, 2
28, 12
32, 7
2, 1
15, 66
12, 2
24, 2
14, 5
2, 1
14, 5
2, 1
31, 19
10, 2
14, 5
2, 1
14, 5
2, 1
10, 2
18, 49
28, 7
12, 2
20, 49
7, 11
3, 10
28, 2
32, 2
40, 82
23, 40
8, 23
11, 18
2, 1
24, 7
24, 2
2, 1
24, 2
20, 2
2, 1
20, 2
24, 5
12, 23
15, 19
24, 5
16, 19
2, 1
20, 7
24, 5
2, 1
2, 1
12, 18
20, 2
20, 7
19, 6
16, 14
20, 2
20, 2
14, 12
12, 7
20, 7
19, 6
16, 21
